source_path,relative_path,file_name,extension,dataset_group,class_label,specimen,sample_id,marker,dilution,magnification,image_index,replicate_or_position,parse_confidence,parsed_pattern,recommended_split_group,recommended_train_path,size_mb,modified_time,notes
E:\data\sy2part123\sy1\肝SK类原位IKZF1序号2-6（20倍）.tif,sy2part123\sy1\肝SK类原位IKZF1序号2-6（20倍）.tif,肝SK类原位IKZF1序号2-6（20倍）.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号2__20x,肝SK类原位,序号2,IKZF1,,20x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号2__20x\肝SK类原位IKZF1序号2-6（20倍）.tif,29.81,2026-03-24T12:20:12.000Z,
E:\data\sy2part123\sy1\肝SK类原位IKZF1序号2-7（20倍）.tif,sy2part123\sy1\肝SK类原位IKZF1序号2-7（20倍）.tif,肝SK类原位IKZF1序号2-7（20倍）.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号2__20x,肝SK类原位,序号2,IKZF1,,20x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号2__20x\肝SK类原位IKZF1序号2-7（20倍）.tif,29.61,2026-03-24T12:20:28.000Z,
E:\data\sy2part123\sy1\肝SK类原位IKZF1序号2-8（20倍）.tif,sy2part123\sy1\肝SK类原位IKZF1序号2-8（20倍）.tif,肝SK类原位IKZF1序号2-8（20倍）.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号2__20x,肝SK类原位,序号2,IKZF1,,20x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号2__20x\肝SK类原位IKZF1序号2-8（20倍）.tif,29.96,2026-03-24T12:20:46.000Z,
E:\data\sy2part123\sy1\肝SK类原位IKZF1序号2-9（20倍）.tif,sy2part123\sy1\肝SK类原位IKZF1序号2-9（20倍）.tif,肝SK类原位IKZF1序号2-9（20倍）.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号2__20x,肝SK类原位,序号2,IKZF1,,20x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号2__20x\肝SK类原位IKZF1序号2-9（20倍）.tif,30.49,2026-03-24T12:21:04.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-1（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-1（20倍）.tif,肝SK类原位MPAP4序号1-1（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-1（20倍）.tif,30.64,2026-03-24T12:50:02.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-10（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-10（20倍）.tif,肝SK类原位MPAP4序号1-10（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-10（20倍）.tif,37.85,2026-03-24T13:06:32.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-11（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-11（20倍）.tif,肝SK类原位MPAP4序号1-11（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,11,11,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-11（20倍）.tif,37.86,2026-03-24T13:06:46.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-12（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-12（20倍）.tif,肝SK类原位MPAP4序号1-12（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,12,12,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-12（20倍）.tif,37.79,2026-03-24T13:07:26.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-13（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-13（20倍）.tif,肝SK类原位MPAP4序号1-13（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,13,13,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-13（20倍）.tif,39.18,2026-03-24T13:07:46.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-14（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-14（20倍）.tif,肝SK类原位MPAP4序号1-14（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,14,14,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-14（20倍）.tif,38.98,2026-03-24T13:08:08.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-15（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-15（20倍）.tif,肝SK类原位MPAP4序号1-15（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,15,15,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-15（20倍）.tif,38.47,2026-03-24T13:08:22.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-16（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-16（20倍）.tif,肝SK类原位MPAP4序号1-16（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,16,16,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-16（20倍）.tif,38.3,2026-03-24T13:08:54.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-17（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-17（20倍）.tif,肝SK类原位MPAP4序号1-17（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,17,17,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-17（20倍）.tif,37.2,2026-03-24T13:09:08.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-18（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-18（20倍）.tif,肝SK类原位MPAP4序号1-18（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,18,18,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-18（20倍）.tif,37.36,2026-03-24T13:09:22.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-19（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-19（20倍）.tif,肝SK类原位MPAP4序号1-19（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,19,19,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-19（20倍）.tif,37.31,2026-03-24T13:09:38.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-2（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-2（20倍）.tif,肝SK类原位MPAP4序号1-2（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-2（20倍）.tif,29.52,2026-03-24T12:50:16.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-20（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-20（20倍）.tif,肝SK类原位MPAP4序号1-20（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,20,20,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-20（20倍）.tif,37.71,2026-03-24T13:09:56.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-3（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-3（20倍）.tif,肝SK类原位MPAP4序号1-3（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-3（20倍）.tif,29.58,2026-03-24T12:50:34.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-4（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-4（20倍）.tif,肝SK类原位MPAP4序号1-4（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-4（20倍）.tif,29.3,2026-03-24T12:50:52.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-5（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-5（20倍）.tif,肝SK类原位MPAP4序号1-5（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-5（20倍）.tif,29.32,2026-03-24T12:51:06.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-6（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-6（20倍）.tif,肝SK类原位MPAP4序号1-6（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-6（20倍）.tif,38.2,2026-03-24T13:05:02.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-7（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-7（20倍）.tif,肝SK类原位MPAP4序号1-7（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-7（20倍）.tif,37.85,2026-03-24T13:05:26.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-8（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-8（20倍）.tif,肝SK类原位MPAP4序号1-8（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-8（20倍）.tif,37.63,2026-03-24T13:05:50.000Z,
E:\data\sy2part123\sy1\肝SK类原位MPAP4序号1-9（20倍）.tif,sy2part123\sy1\肝SK类原位MPAP4序号1-9（20倍）.tif,肝SK类原位MPAP4序号1-9（20倍）.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号1__20x,肝SK类原位,序号1,MPA_P4,,20x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号1__20x\肝SK类原位MPAP4序号1-9（20倍）.tif,37.43,2026-03-24T13:06:12.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-1（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-1（10倍）.tif,肝SK类原位TCR REP序号1-1（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-1（10倍）.tif,42.83,2026-03-23T01:43:44.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-10（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-10（10倍）.tif,肝SK类原位TCR REP序号1-10（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-10（10倍）.tif,42.67,2026-03-23T01:50:40.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-2（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-2（10倍）.tif,肝SK类原位TCR REP序号1-2（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-2（10倍）.tif,42.79,2026-03-23T01:44:48.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-3（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-3（10倍）.tif,肝SK类原位TCR REP序号1-3（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-3（10倍）.tif,42.07,2026-03-23T01:45:24.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-4（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-4（10倍）.tif,肝SK类原位TCR REP序号1-4（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-4（10倍）.tif,40.01,2026-03-23T01:45:50.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-5（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-5（10倍）.tif,肝SK类原位TCR REP序号1-5（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-5（10倍）.tif,42.13,2026-03-23T01:47:16.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-6（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-6（10倍）.tif,肝SK类原位TCR REP序号1-6（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-6（10倍）.tif,41.9,2026-03-23T01:47:44.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-7（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-7（10倍）.tif,肝SK类原位TCR REP序号1-7（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-7（10倍）.tif,41.11,2026-03-23T01:48:18.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-8（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-8（10倍）.tif,肝SK类原位TCR REP序号1-8（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-8（10倍）.tif,41.85,2026-03-23T01:49:08.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号1-9（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号1-9（10倍）.tif,肝SK类原位TCR REP序号1-9（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号1__10x,肝SK类原位,序号1,TCR_REP,,10x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号1__10x\肝SK类原位TCR REP序号1-9（10倍）.tif,41.57,2026-03-23T01:49:46.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-1（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-1（10倍）.tif,肝SK类原位TCR REP序号2-1（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-1（10倍）.tif,43.31,2026-03-23T01:53:00.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-10（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-10（10倍）.tif,肝SK类原位TCR REP序号2-10（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-10（10倍）.tif,41.57,2026-03-23T01:58:56.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-2（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-2（10倍）.tif,肝SK类原位TCR REP序号2-2（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-2（10倍）.tif,42.07,2026-03-23T01:53:44.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-3（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-3（10倍）.tif,肝SK类原位TCR REP序号2-3（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-3（10倍）.tif,41.76,2026-03-23T01:54:22.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-4（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-4（10倍）.tif,肝SK类原位TCR REP序号2-4（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-4（10倍）.tif,42.02,2026-03-23T01:55:18.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-5（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-5（10倍）.tif,肝SK类原位TCR REP序号2-5（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-5（10倍）.tif,43.21,2026-03-23T01:55:54.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-6（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-6（10倍）.tif,肝SK类原位TCR REP序号2-6（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-6（10倍）.tif,43.15,2026-03-23T01:56:46.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-7（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-7（10倍）.tif,肝SK类原位TCR REP序号2-7（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-7（10倍）.tif,42.42,2026-03-23T01:57:22.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-8（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-8（10倍）.tif,肝SK类原位TCR REP序号2-8（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-8（10倍）.tif,42.65,2026-03-23T01:57:54.000Z,
E:\data\sy2part123\sy1\肝SK类原位TCR REP序号2-9（10倍）.tif,sy2part123\sy1\肝SK类原位TCR REP序号2-9（10倍）.tif,肝SK类原位TCR REP序号2-9（10倍）.tif,.tif,sy2part123,肝SK类原位__TCR_REP__序号2__10x,肝SK类原位,序号2,TCR_REP,,10x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肝SK类原位,dataset_by_class\肝SK类原位__TCR_REP__序号2__10x\肝SK类原位TCR REP序号2-9（10倍）.tif,42.62,2026-03-23T01:58:30.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-1(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-1(10倍).tif,肿瘤SK类皮下IKZF1序号1-1(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-1(10倍).tif,43.31,2026-03-23T01:08:08.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-10(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-10(10倍).tif,肿瘤SK类皮下IKZF1序号1-10(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-10(10倍).tif,44.56,2026-03-23T01:27:14.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-2(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-2(10倍).tif,肿瘤SK类皮下IKZF1序号1-2(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-2(10倍).tif,42.63,2026-03-23T01:12:46.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-3(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-3(10倍).tif,肿瘤SK类皮下IKZF1序号1-3(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-3(10倍).tif,43.08,2026-03-23T01:14:22.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-4(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-4(10倍).tif,肿瘤SK类皮下IKZF1序号1-4(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-4(10倍).tif,43.81,2026-03-23T01:15:40.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-5(10倍).tif,sy2part123\sy1\肿瘤SK类皮下IKZF1序号1-5(10倍).tif,肿瘤SK类皮下IKZF1序号1-5(10倍).tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号1__10x,肿瘤SK类皮下,序号1,IKZF1,,10x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号1__10x\肿瘤SK类皮下IKZF1序号1-5(10倍).tif,44.09,2026-03-23T01:17:22.000Z,
